poem_id,poet,poem_title,collection_title,collection_pub_year,collection_pub_year_uncertain,collection_pub_year_note,source_file,tei_id,total_verse_lines,stanza_pattern,lines_used_for_metrics,model,mean_token_surprisal,mean_token_entropy,s2,n_tokens_used,compute_error
414,"Dörmann, Felix",Verzeiht,Neurotica,1891.0,False,"Bondy, Wien, 1891",Gedichte.mhft.0.xml,tg109.mhn2.0,11,11,11,dbmdz/german-gpt2,6.8375,6.6374,0.2001,82,
415,"Dörmann, Felix","Du weißt es nicht, –",Neurotica,1891.0,False,"Bondy, Wien, 1891",Gedichte.mhft.0.xml,tg110.mhmr.0,14,14,12,dbmdz/german-gpt2,6.2101,5.8794,0.3307,99,
416,"Dörmann, Felix",Menschenleben,Neurotica,1891.0,False,"Bondy, Wien, 1891",Gedichte.mhft.0.xml,tg111.mh8j.0,12,12,12,dbmdz/german-gpt2,6.3337,5.6541,0.6796,128,
417,"Dörmann, Felix",An M.H.,Neurotica,1891.0,False,"Bondy, Wien, 1891",Gedichte.mhft.0.xml,tg112.mhg9.0,10,10,10,dbmdz/german-gpt2,6.2778,5.6486,0.6292,77,
418,"Dörmann, Felix",Zurück,Neurotica,1891.0,False,"Bondy, Wien, 1891",Gedichte.mhft.0.xml,tg113.mhkj.0,16,2,12,dbmdz/german-gpt2,6.702,6.1542,0.5479,139,
419,"Dörmann, Felix",Umsonst,Neurotica,1891.0,False,"Bondy, Wien, 1891",Gedichte.mhft.0.xml,tg114.mhgw.0,28,28,12,dbmdz/german-gpt2,6.4796,6.3756,0.104,80,
420,"Dörmann, Felix",Rhythmen,Neurotica,1891.0,False,"Bondy, Wien, 1891",Gedichte.mhft.0.xml,tg115.mhp2.0,37,37,12,dbmdz/german-gpt2,6.0699,6.1348,-0.065,79,
421,"Dörmann, Felix",Ich habe gebüsst,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg119.mhb5.0,10,2,10,dbmdz/german-gpt2,5.7842,5.5853,0.199,122,
422,"Dörmann, Felix",2. [In Asche vergrub ich die Stirn und in Koth],Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg120.mh86.0,8,2,8,dbmdz/german-gpt2,6.0196,5.8741,0.1455,100,
423,"Dörmann, Felix",3. [Ich habe gebüßt nach der Christen Gebot],Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg121.mhds.0,20,2,12,dbmdz/german-gpt2,6.9403,6.1783,0.762,137,
424,"Dörmann, Felix",4. [Wer gab denn zu warten der Heerde das Recht],Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg122.mhc5.0,8,2,8,dbmdz/german-gpt2,6.1873,5.5413,0.646,93,
425,"Dörmann, Felix",5. [Ich habe genossen - von Qualen zernagt],Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg123.mhf1.0,8,2,8,dbmdz/german-gpt2,5.8756,5.5601,0.3154,96,
426,"Dörmann, Felix",Groteske,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg125.mhdw.0,16,4,12,dbmdz/german-gpt2,5.8563,5.4388,0.4176,104,
427,"Dörmann, Felix",Mit blutigen Rosen,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg126.mhp3.0,31,31,12,dbmdz/german-gpt2,6.5594,6.4504,0.109,75,
428,"Dörmann, Felix",Auferstehung,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg127.mh93.0,20,4,12,dbmdz/german-gpt2,6.75,6.3864,0.3636,99,
429,"Dörmann, Felix",Groteske,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg128.mhcv.0,12,4,12,dbmdz/german-gpt2,6.5605,6.3581,0.2024,142,
430,"Dörmann, Felix",Mein Herz ist todt,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg129.mhkc.0,8,4,8,dbmdz/german-gpt2,6.7346,5.8652,0.8693,88,
431,"Dörmann, Felix",Was ich liebe,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg130.mh4j.0,24,4,12,dbmdz/german-gpt2,5.8045,5.6358,0.1687,109,
432,"Dörmann, Felix",Sensationen,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg131.mh4p.0,39,5/5/6/2/4/4/1/4/4/4,12,dbmdz/german-gpt2,6.898,6.547,0.3511,139,
433,"Dörmann, Felix",Geträume,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg133.mh51.0,24,24,12,dbmdz/german-gpt2,7.1669,6.1995,0.9674,139,
434,"Dörmann, Felix",Sturm,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg134.mhg6.0,20,20,12,dbmdz/german-gpt2,7.0138,6.1369,0.8769,141,
435,"Dörmann, Felix",Intérieur,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg135.mhn4.0,18,18,12,dbmdz/german-gpt2,6.5807,6.0141,0.5666,157,
436,"Dörmann, Felix",Intérieur,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg136.mhkw.0,22,5/1/16,12,dbmdz/german-gpt2,7.5393,6.2102,1.3291,139,
437,"Dörmann, Felix",Im Palmenhaus,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg137.mhbh.0,31,31,12,dbmdz/german-gpt2,6.7332,6.1823,0.5509,131,
438,"Dörmann, Felix",Zwiegespräch,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg140.mhd6.0,8,2,8,dbmdz/german-gpt2,6.2032,5.5665,0.6367,83,
439,"Dörmann, Felix","Lass', o lass'",Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg141.mhnx.0,10,7/2/1,10,dbmdz/german-gpt2,6.2713,5.9868,0.2845,77,
440,"Dörmann, Felix",In Memoriam,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg142.mhmv.0,18,13/5,12,dbmdz/german-gpt2,6.4172,5.8817,0.5355,131,
441,"Dörmann, Felix",Gebet,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg143.mhdg.0,14,7,12,dbmdz/german-gpt2,6.187,6.204,-0.017,81,
442,"Dörmann, Felix",Adagio dolente,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg144.mh96.0,8,8,8,dbmdz/german-gpt2,7.1666,6.0075,1.159,55,
443,"Dörmann, Felix",Und meine Seele,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg145.mhjq.0,14,14,12,dbmdz/german-gpt2,5.9206,5.7555,0.1651,80,
444,"Dörmann, Felix",Einsam,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg146.mhfq.0,17,4/5/8,12,dbmdz/german-gpt2,6.0693,6.0354,0.0338,73,
445,"Dörmann, Felix",B.R.,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg147.mh6t.0,10,2,10,dbmdz/german-gpt2,4.901,4.7974,0.1036,101,
446,"Dörmann, Felix",Zueignung,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg148.mhfh.0,8,2,8,dbmdz/german-gpt2,7.6173,6.5705,1.0468,71,
447,"Dörmann, Felix",Verlorene Sehnsucht,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg149.mh4r.0,9,4/4/1,9,dbmdz/german-gpt2,5.4464,5.0297,0.4167,89,
448,"Dörmann, Felix",Confiteor,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg150.mhm3.0,8,4,8,dbmdz/german-gpt2,6.3028,5.4661,0.8367,68,
449,"Dörmann, Felix",Dämmerung,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg151.mhdd.0,8,8,8,dbmdz/german-gpt2,7.6973,6.8139,0.8834,59,
450,"Dörmann, Felix",H.S.,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg152.mhkq.0,14,4/4/3/3,12,dbmdz/german-gpt2,7.0659,6.4333,0.6326,143,
451,"Dörmann, Felix",Scheidestunde,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg153.mhk8.0,30,30,12,dbmdz/german-gpt2,7.0271,6.1947,0.8324,115,
452,"Dörmann, Felix",Und ich seh' ...,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg154.mh6q.0,12,4,12,dbmdz/german-gpt2,5.4729,5.7044,-0.2315,95,
453,"Dörmann, Felix",Noch einmal,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg155.mhhg.0,8,4,8,dbmdz/german-gpt2,7.1144,6.5275,0.5869,59,
454,"Dörmann, Felix",Müde Liebe,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg157.mhch.0,9,4/4/1,9,dbmdz/german-gpt2,5.2343,4.7461,0.4882,95,
455,"Dörmann, Felix",Dereinst erlebt,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg158.mhjw.0,8,4,8,dbmdz/german-gpt2,7.7145,6.3038,1.4107,77,
456,"Dörmann, Felix",Hermance,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg159.mhhk.0,12,2,12,dbmdz/german-gpt2,6.1793,6.222,-0.0427,135,
457,"Dörmann, Felix",Anna,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg160.mh98.0,8,2,8,dbmdz/german-gpt2,6.2614,5.7126,0.5488,93,
458,"Dörmann, Felix",Kitty,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg161.mh4x.0,8,2,8,dbmdz/german-gpt2,6.0759,5.7617,0.3143,91,
459,"Dörmann, Felix",Was dann?,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg162.mhp8.0,55,10/4/36/1/2/2,12,dbmdz/german-gpt2,6.3203,5.7557,0.5646,115,
460,"Dörmann, Felix",Toni,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg163.mhfw.0,32,7/25,12,dbmdz/german-gpt2,6.4535,5.843,0.6105,122,
461,"Dörmann, Felix",Ein Abschied,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg164.mhg2.0,67,63/4,12,dbmdz/german-gpt2,6.748,6.6165,0.1315,142,
462,"Dörmann, Felix",Eine Dichterkrönung,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg165.mh76.0,96,96,12,dbmdz/german-gpt2,6.4587,6.155,0.3036,138,
463,"Dörmann, Felix",Die Willis,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg166.mhh6.0,168,14/8/17/14/6/6/24/16/7/16/2/10/2/9/10/5/2,12,dbmdz/german-gpt2,6.7538,6.0153,0.7385,103,
464,"Dörmann, Felix",Abbadon triumphans,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg167.mhkz.0,39,2/24/13,12,dbmdz/german-gpt2,7.6656,6.2384,1.4273,125,
465,"Dörmann, Felix",Astaroth,Sensationen,1892.0,False,"Bondy, Wien, 1892",Gedichte.mhft.0.xml,tg168.mh9v.0,42,6/1/7/11/10/7,12,dbmdz/german-gpt2,5.9721,5.5475,0.4245,76,
466,"Hölderlin, Friedrich",Dankgedicht an die Lehrer,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg5.qf8x.0,24,4,12,dbmdz/german-gpt2,6.6689,6.2014,0.4675,130,
467,"Hölderlin, Friedrich",M.G.,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg6.qfdj.0,16,4,12,dbmdz/german-gpt2,6.1713,5.8776,0.2937,127,
468,"Hölderlin, Friedrich",Die Nacht,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg7.qfmw.0,32,4,12,dbmdz/german-gpt2,6.2086,6.1803,0.0283,145,
469,"Hölderlin, Friedrich",An M.B.,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg8.qf31.0,20,4,12,dbmdz/german-gpt2,6.9384,6.2121,0.7263,132,
470,"Hölderlin, Friedrich",Der Unzufriedne,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg9.qf4k.0,6,6,6,dbmdz/german-gpt2,7.3903,6.0686,1.3217,52,
471,"Hölderlin, Friedrich",Der nächtliche Wanderer,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg10.qf6z.0,8,4,8,dbmdz/german-gpt2,6.3599,5.9803,0.3796,104,
472,"Hölderlin, Friedrich",Das Erinnern,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg11.qf06.0,14,7,12,dbmdz/german-gpt2,7.0988,6.1894,0.9094,95,
473,"Hölderlin, Friedrich",Adramelech,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg12.qf3h.0,18,18,12,dbmdz/german-gpt2,7.3945,5.8487,1.5459,168,
474,"Hölderlin, Friedrich",bei Issus,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg13.qdx5.0,66,66,12,dbmdz/german-gpt2,6.9457,6.152,0.7937,125,
475,"Hölderlin, Friedrich",Das menschliche Leben,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg14.qf94.0,48,6,12,dbmdz/german-gpt2,6.2445,5.4686,0.7759,123,
476,"Hölderlin, Friedrich",Die Meinige,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg15.qf7z.0,176,8,12,dbmdz/german-gpt2,6.3104,5.5676,0.7428,137,
477,"Hölderlin, Friedrich",An Stella,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg16.qfk0.0,24,4,12,dbmdz/german-gpt2,6.9011,6.3247,0.5764,126,
478,"Hölderlin, Friedrich",An die Nachtigall,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg17.qfbb.0,20,4,12,dbmdz/german-gpt2,6.573,5.861,0.712,159,
479,"Hölderlin, Friedrich",An meinen B.,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg18.qf85.0,16,4,12,dbmdz/german-gpt2,7.674,6.5842,1.0898,133,
480,"Hölderlin, Friedrich",Klagen,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg20.qf29.0,24,4,12,dbmdz/german-gpt2,6.3208,5.7784,0.5424,130,
481,"Hölderlin, Friedrich",An meine Freundinnen,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg21.qfbp.0,16,4,12,dbmdz/german-gpt2,6.6058,6.2463,0.3595,125,
482,"Hölderlin, Friedrich",Mein Vorsatz,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg22.qft9.0,20,4,12,dbmdz/german-gpt2,6.7609,5.5865,1.1744,142,
483,"Hölderlin, Friedrich",Auf einer Heide geschrieben,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg23.qfwm.0,33,33,12,dbmdz/german-gpt2,6.6934,6.3326,0.3608,166,
484,"Hölderlin, Friedrich",Die Unsterblichkeit der Seele,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg24.qdwb.0,120,4,12,dbmdz/german-gpt2,6.5642,5.8909,0.6732,129,
485,"Hölderlin, Friedrich",Der Lorbeer,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg25.qfvt.0,40,4,12,dbmdz/german-gpt2,7.121,6.5496,0.5714,128,
486,"Hölderlin, Friedrich",Die Ehrsucht,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg26.qf80.0,28,4,12,dbmdz/german-gpt2,7.4488,6.434,1.0148,120,
487,"Hölderlin, Friedrich",Die Demut,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg27.qfpm.0,40,4,12,dbmdz/german-gpt2,6.7611,6.2804,0.4807,134,
488,"Hölderlin, Friedrich",Die Stille,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg28.qf22.0,92,4,12,dbmdz/german-gpt2,6.5208,6.1737,0.347,134,
489,"Hölderlin, Friedrich",Schwärmerei,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg29.qftd.0,78,6,12,dbmdz/german-gpt2,7.0395,6.3959,0.6436,119,
490,"Hölderlin, Friedrich",Der Kampf der Leidenschaft,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg30.qdwx.0,32,8,12,dbmdz/german-gpt2,6.9157,6.2106,0.7051,128,
491,"Hölderlin, Friedrich",Die Teck,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg32.qf9q.0,88,88,12,dbmdz/german-gpt2,6.681,6.3407,0.3403,179,
492,"Hölderlin, Friedrich",der Freundschaftsfeier,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg33.qf9r.0,161,7/13/13/4/5/11/5/7/7/4/5/4/5/8/4/14/12/5/3/5/6/5/4/5,12,dbmdz/german-gpt2,6.3645,5.7053,0.6593,111,
493,"Hölderlin, Friedrich",An Louise Nast,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg34.qf2n.0,12,6,12,dbmdz/german-gpt2,6.3965,5.9061,0.4904,109,
494,"Hölderlin, Friedrich",Männerjubel,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg35.qfnq.0,52,4,12,dbmdz/german-gpt2,7.0338,6.1533,0.8805,124,
495,"Hölderlin, Friedrich",An die Vollendung,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg37.qfmm.0,36,4,12,dbmdz/german-gpt2,6.4388,6.2967,0.1421,96,
496,"Hölderlin, Friedrich",Die heilige Bahn,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg38.qfdz.0,27,4/4/4/4/4/4/3,12,dbmdz/german-gpt2,6.9877,6.1558,0.8318,122,
497,"Hölderlin, Friedrich",Keppler,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg39.qfrd.0,36,4,12,dbmdz/german-gpt2,7.1524,6.1117,1.0407,132,
498,"Hölderlin, Friedrich",An Thills Grab,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg40.qf63.0,36,4,12,dbmdz/german-gpt2,6.9176,6.0744,0.8432,141,
499,"Hölderlin, Friedrich",Gustav Adolf,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg41.qfr8.0,76,26/1/19/6/7/5/8/1/3,12,dbmdz/german-gpt2,5.3118,5.2224,0.0894,113,
500,"Hölderlin, Friedrich",auf Gustav Adolf,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg42.qf5j.0,52,12/1/15/4/4/4/4/4/4,12,dbmdz/german-gpt2,6.7683,6.2749,0.4934,152,
501,"Hölderlin, Friedrich",Schwabens Mägdelein,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg43.qf43.0,44,4,12,dbmdz/german-gpt2,6.3389,6.3482,-0.0093,93,
502,"Hölderlin, Friedrich",Zornige Sehnsucht,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg44.qdz6.0,28,4,12,dbmdz/german-gpt2,6.6973,5.9908,0.7064,136,
503,"Hölderlin, Friedrich",An die Ruhe,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg45.qfbm.0,32,4,12,dbmdz/german-gpt2,6.8537,5.985,0.8688,136,
504,"Hölderlin, Friedrich",An die Ehre,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg46.qftg.0,20,4,12,dbmdz/german-gpt2,6.9384,6.3635,0.5749,148,
505,"Hölderlin, Friedrich",Einst und jetzt,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg47.qfv5.0,36,4,12,dbmdz/german-gpt2,6.5032,6.3247,0.1785,151,
506,"Hölderlin, Friedrich",Die Weisheit des Traurers,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg48.qfvr.0,56,4,12,dbmdz/german-gpt2,6.8422,6.2201,0.6221,130,
507,"Hölderlin, Friedrich",Selbstquälerei,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg49.qfb7.0,9,9,9,dbmdz/german-gpt2,6.2933,5.631,0.6623,105,
508,"Hölderlin, Friedrich",Burg Tübingen,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg50.qf1p.0,72,8,12,dbmdz/german-gpt2,7.6694,6.3326,1.3368,110,
509,"Hölderlin, Friedrich",Lied der Freundschaft,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg51.qf0f.0,72,6,12,dbmdz/german-gpt2,5.8022,5.9582,-0.1561,112,
510,"Hölderlin, Friedrich",Lied der Freundschaft,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg52.qfs2.0,78,6,12,dbmdz/german-gpt2,6.0611,5.8295,0.2316,106,
511,"Hölderlin, Friedrich",Lied der Liebe,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg53.qfnv.0,56,8,12,dbmdz/german-gpt2,6.7687,6.161,0.6076,96,
512,"Hölderlin, Friedrich",Lied der Liebe,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg54.qf08.0,56,8,12,dbmdz/german-gpt2,6.4687,6.1285,0.3403,99,
513,"Hölderlin, Friedrich",An die Stille,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg55.qf16.0,48,8,12,dbmdz/german-gpt2,6.8256,6.0258,0.7998,129,
514,"Hölderlin, Friedrich",Hymne an die Unsterblichkeit,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg56.qfrr.0,112,8,12,dbmdz/german-gpt2,7.0143,6.2996,0.7146,131,
515,"Hölderlin, Friedrich",Meine Genesung,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg57.qf0m.0,40,8,12,dbmdz/german-gpt2,7.2365,6.3683,0.8682,96,
516,"Hölderlin, Friedrich",Melodie,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg58.qf7j.0,72,8,12,dbmdz/german-gpt2,7.2413,6.2467,0.9946,122,
517,"Hölderlin, Friedrich",Genius Griechenlands,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg59.qfdp.0,61,8/6/7/6/8/16/6/4,12,dbmdz/german-gpt2,6.547,5.9446,0.6024,75,
518,"Hölderlin, Friedrich",An Lyda,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg60.qftj.0,36,8/8/8/8/4,12,dbmdz/german-gpt2,7.488,6.3992,1.0888,123,
519,"Hölderlin, Friedrich",Hymne an die Göttin der Harmonie,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg61.qfr1.0,136,8,12,dbmdz/german-gpt2,6.8295,6.2757,0.5538,123,
520,"Hölderlin, Friedrich",Hymne an die Muse,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg62.qf7n.0,120,8,12,dbmdz/german-gpt2,7.403,6.6018,0.8012,119,
521,"Hölderlin, Friedrich",Hymne an die Freiheit,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg63.qfdm.0,104,8,12,dbmdz/german-gpt2,6.9309,6.5822,0.3487,123,
522,"Hölderlin, Friedrich",Hymne an die Menschheit,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg65.qfw1.0,88,8,12,dbmdz/german-gpt2,6.9476,6.2325,0.715,125,
