poem_id,poet,poem_title,collection_title,collection_pub_year,collection_pub_year_uncertain,collection_pub_year_note,source_file,tei_id,total_verse_lines,stanza_pattern,lines_used_for_metrics,model,mean_token_surprisal,mean_token_entropy,s2,n_tokens_used,compute_error
523,"Hölderlin, Friedrich",Hymne an die Schönheit,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg66.qfvg.0,70,10,12,dbmdz/german-gpt2,6.4519,6.3635,0.0884,100,
524,"Hölderlin, Friedrich",Hymne an die Schönheit,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg67.qfbj.0,140,10,12,dbmdz/german-gpt2,6.9494,6.4429,0.5065,96,
525,"Hölderlin, Friedrich",Hymne an die Freiheit,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg68.qf9f.0,128,8,12,dbmdz/german-gpt2,7.5982,6.6034,0.9948,120,
526,"Hölderlin, Friedrich",Hymne an die Freundschaft,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg69.qfwg.0,104,8,12,dbmdz/german-gpt2,7.2898,6.6227,0.6671,100,
527,"Hölderlin, Friedrich",Hymne an die Liebe,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg70.qfnz.0,48,8,12,dbmdz/german-gpt2,6.6589,5.9161,0.7429,103,
528,"Hölderlin, Friedrich",der Jugend,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg71.qfwt.0,112,8,12,dbmdz/german-gpt2,6.7269,6.2301,0.4968,93,
529,"Hölderlin, Friedrich",An eine Rose,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg72.qfb1.0,8,8,8,dbmdz/german-gpt2,7.5753,6.6891,0.8862,64,
530,"Hölderlin, Friedrich",An Hiller,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg73.qfrs.0,72,22/1/23/1/25,12,dbmdz/german-gpt2,6.7053,6.6328,0.0725,127,
531,"Hölderlin, Friedrich",Dem Genius der Kühnheit,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg74.qfcc.0,72,8,12,dbmdz/german-gpt2,7.0871,6.339,0.7482,128,
532,"Hölderlin, Friedrich",Griechenland,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg75.qfsj.0,56,8,12,dbmdz/german-gpt2,5.9611,5.9296,0.0314,117,
533,"Hölderlin, Friedrich",An Neuffer,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg76.qfw6.0,12,4,12,dbmdz/german-gpt2,6.5506,6.2561,0.2946,131,
534,"Hölderlin, Friedrich",Das Schicksal,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg77.qfwr.0,88,8,12,dbmdz/german-gpt2,6.5557,6.6044,-0.0487,104,
535,"Hölderlin, Friedrich",Freundeswunsch,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg78.qfrg.0,40,8,12,dbmdz/german-gpt2,6.0066,6.1011,-0.0945,100,
536,"Hölderlin, Friedrich",Der Gott der Jugend,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg79.qdxr.0,56,8,12,dbmdz/german-gpt2,5.9867,6.5542,-0.5675,85,
537,"Hölderlin, Friedrich",An die Natur,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg80.qf5n.0,64,8,12,dbmdz/german-gpt2,6.2436,6.2233,0.0203,111,
538,"Hölderlin, Friedrich",An die Unerkannte,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg81.qdxp.0,42,6,12,dbmdz/german-gpt2,6.5308,6.4862,0.0446,118,
539,"Hölderlin, Friedrich",An Herkules,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg82.qfwj.0,48,8,12,dbmdz/german-gpt2,7.4222,6.7643,0.6579,97,
540,"Hölderlin, Friedrich",Die Eichbäume,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg83.qdvq.0,17,17,12,dbmdz/german-gpt2,6.0452,5.7473,0.2979,169,
541,"Hölderlin, Friedrich",An den Frühling,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg84.qf0b.0,32,15/10/7,12,dbmdz/german-gpt2,6.5349,6.1781,0.3568,185,
542,"Hölderlin, Friedrich",An den Aether,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg85.qf18.0,52,5/6/10/5/10/11/5,12,dbmdz/german-gpt2,6.4555,5.6932,0.7623,170,
543,"Hölderlin, Friedrich",Der Wanderer,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg86.qfhr.0,84,18/18/21/27,12,dbmdz/german-gpt2,7.0596,5.8306,1.229,170,
544,"Hölderlin, Friedrich",An einen Baum,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg87.qfv1.0,26,2/24,12,dbmdz/german-gpt2,5.7836,5.8465,-0.0629,156,
545,"Hölderlin, Friedrich",An Diotima,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg88.qfh6.0,36,36,12,dbmdz/german-gpt2,6.6278,6.0408,0.587,119,
546,"Hölderlin, Friedrich",Diotima,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg89.qfbt.0,103,8/8/8/8/8/8/8/8/8/6/1/2/6/8/8,12,dbmdz/german-gpt2,6.9856,6.1119,0.8738,98,
547,"Hölderlin, Friedrich",Diotima,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg90.qdws.0,120,8,12,dbmdz/german-gpt2,6.6647,5.9035,0.7612,99,
548,"Hölderlin, Friedrich",Diotima,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg91.qf2d.0,84,12,12,dbmdz/german-gpt2,7.2289,6.4376,0.7913,96,
549,"Hölderlin, Friedrich",An die klugen Ratgeber,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg92.qfkx.0,56,8,12,dbmdz/german-gpt2,6.7773,6.4182,0.3591,135,
550,"Hölderlin, Friedrich",an die klugen Ratgeber,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg93.qdzz.0,48,8,12,dbmdz/german-gpt2,6.9764,6.6427,0.3337,130,
551,"Hölderlin, Friedrich",Gebet für die Unheilbaren,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg96.qf0p.0,6,6,6,dbmdz/german-gpt2,5.9219,5.8615,0.0604,93,
552,"Hölderlin, Friedrich",Die Vortrefflichen,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg99.qfmd.0,4,4,4,dbmdz/german-gpt2,7.3299,6.2453,1.0846,58,
553,"Hölderlin, Friedrich",An Diotima,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg102.qfg6.0,6,6,6,dbmdz/german-gpt2,6.0571,5.7091,0.348,87,
554,"Hölderlin, Friedrich",Diotima,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg103.qf2f.0,12,12,12,dbmdz/german-gpt2,6.0993,5.9316,0.1677,171,
555,"Hölderlin, Friedrich",Einladung an Neuffer,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg104.qf69.0,31,31,12,dbmdz/german-gpt2,7.072,5.9312,1.1408,131,
556,"Hölderlin, Friedrich",Einladung,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg105.qdxh.0,40,1/10/1/14/1/13,12,dbmdz/german-gpt2,6.3559,6.0236,0.3324,134,
557,"Hölderlin, Friedrich",An Neuffer,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg106.qf10.0,10,10,10,dbmdz/german-gpt2,7.0233,5.9944,1.029,120,
558,"Hölderlin, Friedrich",Die Muße,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg107.qfv3.0,43,12/14/11/6,12,dbmdz/german-gpt2,6.2824,6.3545,-0.0721,185,
559,"Hölderlin, Friedrich",schlummerten ...,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg108.qf1m.0,23,8/11/4,12,dbmdz/german-gpt2,6.0757,6.3771,-0.3015,146,
560,"Hölderlin, Friedrich",Buonaparte,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg109.qdvw.0,10,3/3/2/2,10,dbmdz/german-gpt2,6.0444,6.3432,-0.2988,98,
561,"Hölderlin, Friedrich",Empedokles,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg110.qfjf.0,12,4,12,dbmdz/german-gpt2,6.566,6.0495,0.5164,135,
562,"Hölderlin, Friedrich",An die Parzen,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg111.qfs4.0,12,4,12,dbmdz/german-gpt2,7.203,6.9409,0.2621,130,
563,"Hölderlin, Friedrich",Diotima,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg112.qfjv.0,8,4,8,dbmdz/german-gpt2,6.6863,6.208,0.4783,98,
564,"Hölderlin, Friedrich",An ihren Genius,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg113.qf0v.0,6,6,6,dbmdz/german-gpt2,6.9556,6.3806,0.575,85,
565,"Hölderlin, Friedrich",Abbitte,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg114.qf1g.0,8,4,8,dbmdz/german-gpt2,7.0103,6.7359,0.2744,81,
566,"Hölderlin, Friedrich",Stimme des Volks,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg115.qfcx.0,8,4,8,dbmdz/german-gpt2,7.4621,6.633,0.8291,78,
567,"Hölderlin, Friedrich",Ehmals und jetzt,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg116.qfrm.0,4,4,4,dbmdz/german-gpt2,6.6039,5.882,0.7219,42,
568,"Hölderlin, Friedrich",Lebenslauf,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg117.qfkk.0,4,4,4,dbmdz/german-gpt2,7.7,6.2944,1.4056,40,
569,"Hölderlin, Friedrich",Die Kürze,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg118.qfhd.0,8,4,8,dbmdz/german-gpt2,6.8096,5.9593,0.8503,97,
570,"Hölderlin, Friedrich",Die Liebenden,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg119.qfgb.0,4,4,4,dbmdz/german-gpt2,6.5276,6.0996,0.428,50,
571,"Hölderlin, Friedrich",Menschenbeifall,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg120.qf1w.0,8,4,8,dbmdz/german-gpt2,6.7418,6.1966,0.5451,82,
572,"Hölderlin, Friedrich",Die Heimat,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg121.qf4t.0,8,4,8,dbmdz/german-gpt2,6.7965,6.2323,0.5641,89,
573,"Hölderlin, Friedrich",Der gute Glaube,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg122.qdzf.0,4,4,4,dbmdz/german-gpt2,6.0857,5.4665,0.6192,48,
574,"Hölderlin, Friedrich",Ihre Genesung,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg123.qf47.0,12,4,12,dbmdz/german-gpt2,7.2362,6.5815,0.6546,131,
575,"Hölderlin, Friedrich",Das Unverzeihliche,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg124.qfj9.0,4,4,4,dbmdz/german-gpt2,6.9351,5.5223,1.4128,39,
576,"Hölderlin, Friedrich",An die jungen Dichter,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg125.qdzm.0,8,4,8,dbmdz/german-gpt2,6.7481,6.1872,0.5609,90,
577,"Hölderlin, Friedrich",An die Deutschen,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg126.qfj5.0,8,4,8,dbmdz/german-gpt2,6.5071,6.2899,0.2171,95,
578,"Hölderlin, Friedrich",Die scheinheiligen Dichter,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg127.qfq6.0,8,4,8,dbmdz/german-gpt2,6.6953,6.0719,0.6234,91,
579,"Hölderlin, Friedrich",Dem Sonnengott,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg128.qf97.0,16,4,12,dbmdz/german-gpt2,6.552,6.3689,0.1831,135,
580,"Hölderlin, Friedrich",Sonnenuntergang,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg129.qf53.0,8,4,8,dbmdz/german-gpt2,6.8959,6.3462,0.5497,87,
581,"Hölderlin, Friedrich",Sokrates und Alcibiades,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg130.qf64.0,8,4,8,dbmdz/german-gpt2,6.9873,6.2985,0.6888,83,
582,"Hölderlin, Friedrich",An unsre großen Dichter,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg131.qfp5.0,8,4,8,dbmdz/german-gpt2,7.8013,6.6404,1.1609,92,
583,"Hölderlin, Friedrich",Vanini,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg132.qfpf.0,12,4,12,dbmdz/german-gpt2,6.9995,6.1556,0.8439,125,
584,"Hölderlin, Friedrich",Der Mensch,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg133.qffg.0,48,4,12,dbmdz/german-gpt2,7.168,6.9419,0.2261,123,
585,"Hölderlin, Friedrich",Hyperions Schicksalslied,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg134.qfqs.0,24,6/9/9,12,dbmdz/german-gpt2,6.5788,5.8765,0.7023,84,
586,"Hölderlin, Friedrich",Da ich ein Knabe war...,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg135.qf3t.0,32,7/4/4/4/4/4/4/1,12,dbmdz/german-gpt2,5.749,6.3141,-0.5651,87,
587,"Hölderlin, Friedrich",Achill,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg136.qf3z.0,28,14,12,dbmdz/german-gpt2,6.684,6.3358,0.3482,174,
588,"Hölderlin, Friedrich",Meiner verehrungswürdigen Großmutter,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg137.qdz9.0,34,34,12,dbmdz/german-gpt2,6.2584,6.1947,0.0637,162,
589,"Hölderlin, Friedrich",Götter wandelten einst ...,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg138.qfmv.0,16,6/10,12,dbmdz/german-gpt2,6.6418,5.9683,0.6735,176,
590,"Hölderlin, Friedrich",Hört ich die Warnenden itzt ...,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg139.qf1s.0,8,8,8,dbmdz/german-gpt2,5.6313,5.3173,0.314,142,
591,"Hölderlin, Friedrich",Abschied,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg140.qfpx.0,17,4/4/4/2/3,12,dbmdz/german-gpt2,6.4489,6.4134,0.0355,124,
592,"Hölderlin, Friedrich",Die Launischen,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg142.qfgs.0,20,4,12,dbmdz/german-gpt2,6.9333,6.4864,0.4469,131,
593,"Hölderlin, Friedrich",Der Tod fürs Vaterland,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg143.qfdd.0,24,4,12,dbmdz/german-gpt2,6.7522,6.4868,0.2655,130,
594,"Hölderlin, Friedrich",Der Zeitgeist,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg144.qfmj.0,20,4,12,dbmdz/german-gpt2,6.7303,6.2667,0.4636,147,
595,"Hölderlin, Friedrich",Abendphantasie,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg145.qffm.0,24,4,12,dbmdz/german-gpt2,7.1048,6.4166,0.6882,126,
596,"Hölderlin, Friedrich",Des Morgens,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg146.qfbc.0,20,4,12,dbmdz/german-gpt2,6.8079,6.6226,0.1853,140,
597,"Hölderlin, Friedrich",Der Main,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg147.qfkb.0,40,4,12,dbmdz/german-gpt2,7.12,6.6395,0.4804,124,
598,"Hölderlin, Friedrich",Mein Eigentum,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg153.qf58.0,52,4,12,dbmdz/german-gpt2,7.0937,6.7055,0.3882,123,
599,"Hölderlin, Friedrich",Palinodie,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg154.qft1.0,23,4/4/4/4/4/3,12,dbmdz/german-gpt2,6.1865,5.8692,0.3173,153,
600,"Hölderlin, Friedrich",An eine Fürstin von Dessau,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg155.qfg0.0,28,4,12,dbmdz/german-gpt2,7.6996,6.915,0.7846,116,
601,"Hölderlin, Friedrich",von Homburg,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg156.qfn5.0,32,4,12,dbmdz/german-gpt2,7.4279,6.9005,0.5274,130,
602,"Hölderlin, Friedrich",Wohl geh ich täglich ...,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg157.qfs8.0,20,4,12,dbmdz/german-gpt2,5.2548,5.3364,-0.0816,154,
603,"Hölderlin, Friedrich","Geh unter, schöne Sonne ...",Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg158.qfd1.0,16,4,12,dbmdz/german-gpt2,6.9684,6.1318,0.8366,127,
604,"Hölderlin, Friedrich",Die Entschlafenen,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg159.qf6j.0,6,6,6,dbmdz/german-gpt2,7.2632,6.3162,0.947,78,
605,"Hölderlin, Friedrich",An Landauer,Gedichte 1784-1800,1826.0,True,"Posth. collected ed. Schwab/Uhland, 1826",Gedichte_1784-1800.qfh0.0.xml,tg160.qdxd.0,24,4,12,dbmdz/german-gpt2,6.7384,6.277,0.4614,126,
606,"Klopstock, Friedrich Gottlieb",Der Lehrling der Griechen,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg5.r1gd.0,38,38,12,dbmdz/german-gpt2,7.5532,6.799,0.7542,139,
607,"Klopstock, Friedrich Gottlieb",Erstes Lied,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg7.r1sz.0,60,4,12,dbmdz/german-gpt2,7.7419,6.9375,0.8044,136,
608,"Klopstock, Friedrich Gottlieb",Zweytes Lied,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg8.r19n.0,56,4,12,dbmdz/german-gpt2,7.4678,6.8789,0.5889,146,
609,"Klopstock, Friedrich Gottlieb",Drittes Lied,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg9.r1bq.0,44,4,12,dbmdz/german-gpt2,7.1993,7.0778,0.1214,132,
610,"Klopstock, Friedrich Gottlieb",Viertes Lied,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg10.r1dx.0,28,4,12,dbmdz/german-gpt2,6.6955,6.143,0.5525,141,
611,"Klopstock, Friedrich Gottlieb",Fünftes Lied,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg11.r16x.0,48,4,12,dbmdz/german-gpt2,6.8284,6.2825,0.5458,142,
612,"Klopstock, Friedrich Gottlieb",Sechstes Lied,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg12.r19z.0,32,4,12,dbmdz/german-gpt2,7.4144,6.6355,0.779,139,
613,"Klopstock, Friedrich Gottlieb",Siebentes Lied,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg13.r159.0,12,4,12,dbmdz/german-gpt2,8.3132,6.7452,1.568,142,
614,"Klopstock, Friedrich Gottlieb",Achtes Lied,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg14.r1gm.0,16,4,12,dbmdz/german-gpt2,7.128,6.6378,0.4903,142,
615,"Klopstock, Friedrich Gottlieb",An Giseke,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg15.r1fm.0,28,28,12,dbmdz/german-gpt2,7.1181,6.3612,0.7569,148,
616,"Klopstock, Friedrich Gottlieb",Die künftige Geliebte,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg16.r1rb.0,98,98,12,dbmdz/german-gpt2,7.1353,6.4144,0.721,173,
617,"Klopstock, Friedrich Gottlieb",An Ebert,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg17.r1ht.0,84,84,12,dbmdz/german-gpt2,6.783,6.4515,0.3315,147,
618,"Klopstock, Friedrich Gottlieb",Salem,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg18.r1ft.0,82,82,12,dbmdz/german-gpt2,6.6456,6.1914,0.4542,158,
619,"Klopstock, Friedrich Gottlieb",Petrarcha und Laura,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg19.r1ch.0,102,102,12,dbmdz/german-gpt2,6.3712,6.4216,-0.0504,144,
620,"Klopstock, Friedrich Gottlieb",An Fanny,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg20.r190.0,44,4,12,dbmdz/german-gpt2,6.9335,6.574,0.3595,134,
621,"Klopstock, Friedrich Gottlieb",Bardale,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg21.r1j5.0,72,4,12,dbmdz/german-gpt2,7.4655,6.1841,1.2813,121,
622,"Klopstock, Friedrich Gottlieb",Der Abschied,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg22.r1z7.0,144,4,12,dbmdz/german-gpt2,6.9661,6.6111,0.355,133,
623,"Klopstock, Friedrich Gottlieb",Die Stunden der Weihe,Oden. Erster Band,1771.0,False,"Bode, Hamburg, 1771",Oden._Erster_Band.r1pc.0.xml,tg23.r215.0,36,4,12,dbmdz/german-gpt2,7.4634,6.6079,0.8555,123,
